,name,age,nationality,club,bp,position,weight,foot,joined,marking,total_stats,base_stats,a/w,d/w,pac,sho,pas,dri,def,phy,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,ova,value_log,wage_log,release_clause_log
7190,E. Ünal,23,Turkey,Getafe CF,ST,ST,172.0,Right,"Aug 12, 2020",34,1897,399,High,Medium,69,77,64,76,36,77,84.0,75.0,75.0,75.0,72.0,74.0,74.0,74.0,72.0,72.0,72.0,72.0,70.0,65.0,65.0,65.0,70.0,54.0,54.0,54.0,54.0,54.0,51.0,51.0,51.0,51.0,51.0,19.0,75,7.977723605288848,4.380211241711606,8.340444114840118
7191,G. Mbenza,20,Congo,KSV Cercle Brugge,ST,ST,181.0,Right,"Jan 31, 2020",15,1498,322,Medium,Medium,75,63,43,62,19,60,4.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,57.0,57.0,57.0,57.0,48.0,48.0,48.0,57.0,41.0,36.0,36.0,36.0,41.0,39.0,34.0,34.0,34.0,39.0,15.0,62,5.720159303405957,3.3010299956639813,5.937517892017347
7192,N. Amiri,23,Germany,Bayer 04 Leverkusen,CAM,CAM CM,161.0,Right,"Jul 30, 2019",56,2003,420,Medium,Medium,69,69,78,83,56,65,106.0,70.0,70.0,70.0,77.0,75.0,75.0,75.0,77.0,77.0,77.0,77.0,77.0,76.0,76.0,76.0,77.0,69.0,69.0,69.0,69.0,69.0,66.0,60.0,60.0,60.0,66.0,19.0,77,7.079181246047625,4.672097857935717,8.328379603438737
7193,H. Hope,26,Barbados,Swindon Town,ST,ST LW,168.0,Right,"Jan 22, 2020",14,1524,325,Medium,Low,73,60,51,60,22,59,3.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,57.0,57.0,57.0,59.0,51.0,51.0,51.0,59.0,46.0,40.0,40.0,40.0,46.0,43.0,36.0,36.0,36.0,43.0,15.0,61,5.477121254719663,3.3010299956639813,5.738780558484369
7194,S. McMann,23,Scotland,Hamilton Academical FC,LB,LB LWB,154.0,Right,"Jul 1, 2014",63,1623,349,Medium,Medium,64,36,55,63,62,69,9.0,52.0,52.0,52.0,57.0,54.0,54.0,54.0,57.0,56.0,56.0,56.0,59.0,57.0,57.0,57.0,59.0,64.0,62.0,62.0,62.0,64.0,64.0,63.0,63.0,63.0,64.0,17.0,66,5.903089986991944,3.3010299956639813,7.204119982655925
7195,J. Christensen,19,Denmark,FC Nordsjælland,CDM,CDM CM,143.0,Right,"Jan 1, 2018",67,1726,374,Medium,Medium,67,49,63,66,64,65,52.0,58.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,65.0,65.0,65.0,63.0,65.0,67.0,67.0,67.0,65.0,65.0,63.0,63.0,63.0,65.0,17.0,68,7.204119982655925,3.4771212547196626,6.477121254719663
7196,C. Sene,19,Senegal,Racing Club de Lens,CB,CB,207.0,Right,"Jul 9, 2019",55,1362,295,Medium,Medium,47,36,41,44,56,71,14.0,44.0,44.0,44.0,41.0,42.0,42.0,42.0,41.0,43.0,43.0,43.0,42.0,46.0,46.0,46.0,42.0,49.0,53.0,53.0,53.0,49.0,51.0,59.0,59.0,59.0,51.0,15.0,59,5.477121254719663,3.4771212547196626,5.896526217489555
7197,R. Bonevacia,27,Curacao,Al Faisaly,CM,CM LM,143.0,Right,"Jul 1, 2019",56,1953,417,High,Medium,78,64,66,70,60,79,5.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,68.0,68.0,68.0,69.0,67.0,66.0,66.0,66.0,67.0,66.0,65.0,65.0,65.0,66.0,20.0,69,7.041392685158225,4.079181246047625,7.2552725051033065
7198,A. Koura,27,Burkina Faso,FC Lausanne-Sport,ST,ST,154.0,Right,"Jan 7, 2019",14,1521,329,High,Medium,78,61,50,61,19,60,9.0,61.0,61.0,61.0,60.0,58.0,58.0,58.0,60.0,56.0,56.0,56.0,58.0,49.0,49.0,49.0,58.0,43.0,38.0,38.0,38.0,43.0,40.0,35.0,35.0,35.0,40.0,15.0,61,5.439332693830263,3.4771212547196626,5.600972895686748
7199,Y. Erdoğan,27,Turkey,Kasimpaşa SK,LM,LM RM,150.0,Left,"Jul 13, 2019",59,1970,417,High,Medium,88,68,62,75,59,65,7.0,68.0,68.0,68.0,70.0,69.0,69.0,69.0,70.0,68.0,68.0,68.0,70.0,65.0,65.0,65.0,70.0,67.0,62.0,62.0,62.0,67.0,66.0,61.0,61.0,61.0,66.0,16.0,71,7.3979400086720375,4.0,6.698970004336019
7200,M. Lund,24,Denmark,Odense Boldklub,CB,CB,192.0,Right,"Jan 15, 2018",69,1571,330,Medium,Medium,57,36,50,54,65,68,5.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,48.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,50.0,59.0,62.0,62.0,62.0,59.0,60.0,65.0,65.0,65.0,60.0,15.0,65,5.812913356642856,3.4771212547196626,5.935003151453655
7201,M. Schneiderlin,30,France,OGC Nice,CDM,CDM CM,165.0,Right,"Jul 1, 2020",75,1941,405,Low,High,54,60,71,70,75,75,27.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,68.0,68.0,68.0,68.0,72.0,72.0,72.0,68.0,72.0,75.0,75.0,75.0,72.0,71.0,74.0,74.0,74.0,71.0,17.0,76,7.812913356642856,4.477121254719663,8.093421685162236
7202,S. Ivanov,30,Moldova,Lokomotiv Moscow,CAM,CM CAM CDM,168.0,Right,"Jan 1, 2009",73,1832,397,Medium,Medium,67,66,68,69,58,69,19.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,68.0,67.0,67.0,67.0,68.0,63.0,66.0,66.0,66.0,63.0,61.0,60.0,60.0,60.0,61.0,11.0,67,5.6020599913279625,3.6020599913279625,0.0
7203,D. Iapichino,29,Switzerland,FC Sion,LB,LB,161.0,Left,"Sep 15, 2020",58,1674,359,High,Medium,73,50,56,63,59,58,7.0,56.0,56.0,56.0,59.0,57.0,57.0,57.0,59.0,57.0,57.0,57.0,60.0,57.0,57.0,57.0,60.0,63.0,60.0,60.0,60.0,63.0,62.0,59.0,59.0,59.0,62.0,18.0,64,5.574031267727719,3.845098040014257,5.7355988996981795
7204,A. Reca,25,Poland,Crotone,LM,LM LB,179.0,Left,"Jul 1, 2018",60,1809,394,Medium,Medium,78,57,63,69,62,65,20.0,64.0,64.0,64.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,68.0,65.0,65.0,65.0,68.0,65.0,63.0,63.0,63.0,65.0,65.0,63.0,63.0,63.0,65.0,15.0,69,7.113943352306837,3.7781512503836434,0.0
7205,Ivan Cavaleiro,26,Portugal,Fulham,LW,LW RW LM,176.0,Right,"Jan 7, 2020",25,1897,410,High,Medium,86,72,68,76,39,69,62.0,73.0,73.0,73.0,75.0,74.0,74.0,74.0,75.0,73.0,73.0,73.0,74.0,67.0,67.0,67.0,74.0,59.0,56.0,56.0,56.0,59.0,57.0,51.0,51.0,51.0,57.0,19.0,75,6.903089986991944,4.924279286061882,8.198657086954423
7206,Jang Hyeon Soo,28,Korea Republic,Al Hilal,CB,CB,170.0,Right,"Jul 13, 2019",72,1551,353,Low,High,68,26,49,61,72,77,7.0,49.0,49.0,49.0,50.0,51.0,51.0,51.0,50.0,53.0,53.0,53.0,54.0,58.0,58.0,58.0,54.0,63.0,67.0,67.0,67.0,63.0,65.0,72.0,72.0,72.0,65.0,18.0,72,7.431363764158987,4.3979400086720375,7.662757831681574
7207,A. Christensen,24,Denmark,Chelsea,CB,CB,181.0,Right,"Apr 10, 2013",80,1704,382,Low,Medium,66,31,63,68,82,72,158.0,54.0,54.0,54.0,59.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,63.0,68.0,68.0,68.0,63.0,73.0,77.0,77.0,77.0,73.0,75.0,79.0,79.0,79.0,75.0,17.0,79,7.176091259055681,4.838849090737256,8.471291711058939
7208,Jonaldo Monteiro,19,Brazil,Chapecoense,LB,LB LWB LM,163.0,Left,"Jun 29, 2016",64,1836,386,Medium,Medium,74,51,66,60,64,71,4.0,59.0,59.0,59.0,62.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,68.0,67.0,67.0,67.0,68.0,68.0,65.0,65.0,65.0,68.0,21.0,69,5.977723605288848,3.6020599913279625,7.2552725051033065
7209,F. Riedel,30,Germany,VfB Lübeck,RWB,RM RB,161.0,Right,"Jul 1, 2018",45,1676,366,Medium,Medium,76,44,64,62,56,64,4.0,55.0,55.0,55.0,60.0,57.0,57.0,57.0,60.0,60.0,60.0,60.0,62.0,61.0,61.0,61.0,62.0,64.0,61.0,61.0,61.0,64.0,63.0,59.0,59.0,59.0,63.0,17.0,63,5.544068044350276,3.0,5.705863712283919
7210,M. Tramoni,20,France,Cagliari,RM,LM CAM,150.0,Right,"Sep 23, 2020",44,1784,382,High,Medium,78,58,65,71,48,62,46.0,62.0,62.0,62.0,67.0,65.0,65.0,65.0,67.0,66.0,66.0,66.0,67.0,63.0,63.0,63.0,67.0,59.0,57.0,57.0,57.0,59.0,58.0,53.0,53.0,53.0,58.0,15.0,68,7.113943352306837,3.9542425094393248,7.3979400086720375
7211,G. Carmona,34,Peru,Sport Huancayo,RB,RB RM,207.0,Right,"Jan 1, 2020",59,1565,347,Medium,Medium,65,40,51,54,65,72,5.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,51.0,51.0,51.0,55.0,53.0,53.0,53.0,55.0,63.0,61.0,61.0,61.0,63.0,63.0,64.0,64.0,64.0,63.0,16.0,65,5.278753600952829,2.6989700043360187,5.611723308007342
7212,A. Palavecino,23,Argentina,Deportivo Cali,CAM,CAM,148.0,Right,"Feb 8, 2019",33,1650,350,High,Low,70,57,67,63,34,59,4.0,58.0,58.0,58.0,63.0,62.0,62.0,62.0,63.0,64.0,64.0,64.0,63.0,61.0,61.0,61.0,63.0,53.0,51.0,51.0,51.0,53.0,50.0,43.0,43.0,43.0,50.0,17.0,64,5.829303772831025,2.8750612633917,6.0
7213,T. Rocha,26,Belize,New York City FC,CM,CM CB CDM,165.0,Right,"Feb 12, 2019",58,1785,376,Medium,Medium,65,58,59,64,61,69,7.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,61.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,15.0,63,5.628388930050312,3.3010299956639813,5.825426117767823
7214,R. Henry,22,England,Brentford,LWB,LB LWB,146.0,Left,"Aug 31, 2016",68,1831,400,High,Medium,91,40,59,73,67,70,86.0,57.0,57.0,57.0,67.0,63.0,63.0,63.0,67.0,64.0,64.0,64.0,68.0,63.0,63.0,63.0,68.0,72.0,67.0,67.0,67.0,72.0,71.0,67.0,67.0,67.0,71.0,17.0,73,6.698970004336019,4.431363764158987,8.021189299069938
7215,A. Schäfer,21,Hungary,Hungary,RM,LM CM,154.0,Right,"Sep 9, 2020",53,1600,345,Medium,Medium,75,50,58,62,53,47,23.0,57.0,57.0,57.0,61.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,62.0,59.0,59.0,59.0,62.0,60.0,57.0,57.0,57.0,60.0,59.0,53.0,53.0,53.0,59.0,17.0,63,0.0,0.0,0.0
7216,M. Pulkrab,23,Czech Republic,Sparta Praha,ST,ST,172.0,Right,"Jan 1, 2016",23,1567,343,High,High,70,60,48,60,31,74,8.0,65.0,65.0,65.0,61.0,63.0,63.0,63.0,61.0,60.0,60.0,60.0,59.0,53.0,53.0,53.0,59.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0,47.0,47.0,45.0,15.0,65,5.8750612633917,2.6989700043360187,7.2552725051033065
7217,T. Cardona,24,Argentina,UD Las Palmas,CB,CB,176.0,Left,"Jan 18, 2018",67,1615,346,Low,Medium,52,41,47,57,69,80,20.0,52.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,54.0,54.0,54.0,52.0,62.0,65.0,65.0,65.0,62.0,63.0,70.0,70.0,70.0,63.0,18.0,70,7.361727836017593,3.6989700043360187,0.0
7218,Piqué,33,Spain,FC Barcelona,CB,CB,187.0,Right,"Jul 1, 2008",88,1991,422,High,Medium,57,61,71,67,86,80,162.0,70.0,70.0,70.0,67.0,70.0,70.0,70.0,67.0,71.0,71.0,71.0,69.0,76.0,76.0,76.0,69.0,76.0,83.0,83.0,83.0,76.0,78.0,84.0,84.0,84.0,78.0,20.0,86,7.3222192947339195,5.342422680822207,8.634477270160732
7219,Andrés Martín,20,Spain,Rayo Vallecano,ST,ST CAM RM,146.0,Left,"Jul 1, 2019",21,1628,345,Medium,Medium,74,65,58,69,27,52,48.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,64.0,57.0,57.0,57.0,64.0,47.0,44.0,44.0,44.0,47.0,45.0,40.0,40.0,40.0,45.0,16.0,66,7.146128035678238,3.3010299956639813,7.491361693834273
7220,M. Layún,32,Mexico,Monterrey,RB,RB LB RM,157.0,Right,"Jan 30, 2019",73,2063,436,High,High,77,71,68,75,71,74,31.0,71.0,71.0,71.0,72.0,73.0,73.0,73.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,72.0,73.0,73.0,70.0,70.0,70.0,73.0,18.0,75,7.6127838567197355,4.531478917042255,6.845098040014257
7221,A. O'Neill,21,Australia,Melbourne City FC,CAM,CM,154.0,Right,"Sep 9, 2020",59,1785,384,High,High,74,63,61,66,57,63,19.0,62.0,62.0,62.0,65.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,63.0,63.0,63.0,63.0,63.0,62.0,59.0,59.0,59.0,62.0,17.0,65,5.8750612633917,3.4771212547196626,7.041392685158225
7222,P. Hetemaj,33,Finland,Benevento,RWB,CM,168.0,Right,"Sep 2, 2019",69,2078,428,High,High,73,64,72,73,70,76,12.0,67.0,67.0,67.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,74.0,73.0,73.0,73.0,74.0,73.0,71.0,71.0,71.0,73.0,17.0,72,7.2552725051033065,4.113943352306837,7.505149978319906
7223,Zhu Chenjie,19,China PR,China PR,CB,CB,172.0,Right,"Jul 13, 2018",56,1562,342,Medium,Medium,72,36,47,54,60,73,18.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,52.0,54.0,54.0,54.0,52.0,59.0,60.0,60.0,60.0,59.0,60.0,62.0,62.0,62.0,60.0,15.0,62,5.676693609624866,3.3010299956639813,5.919601023784111
7224,B. Sigurðarson,28,Iceland,Iceland,ST,ST,190.0,Right,"Jan 23, 2018",31,1891,406,High,High,79,69,62,74,39,83,10.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,70.0,70.0,70.0,71.0,65.0,65.0,65.0,71.0,59.0,56.0,56.0,56.0,59.0,56.0,53.0,53.0,53.0,56.0,20.0,73,0.0,0.0,0.0
7225,Raphaelito Anjos,32,Brazil,Grêmio,GK,GK,187.0,Right,"Jan 1, 2019",20,1228,443,Medium,Medium,79,84,77,78,42,83,17.0,30.0,30.0,30.0,27.0,31.0,31.0,31.0,27.0,31.0,31.0,31.0,28.0,30.0,30.0,30.0,28.0,26.0,29.0,29.0,29.0,26.0,26.0,30.0,30.0,30.0,26.0,81.0,82,8.130333768495007,4.505149978319906,8.409933123331294
7226,M. Rodríguez,25,Chile,Mazatlán FC,LM,LM LW,150.0,Right,"Jul 1, 2018",37,1815,400,Medium,Medium,86,67,63,74,47,63,21.0,69.0,69.0,69.0,72.0,70.0,70.0,70.0,72.0,70.0,70.0,70.0,71.0,65.0,65.0,65.0,71.0,61.0,58.0,58.0,58.0,61.0,60.0,55.0,55.0,55.0,60.0,17.0,72,7.568201724066995,4.0,0.0
7227,M. Meyer,24,Germany,Crystal Palace,CAM,LM CM,150.0,Right,"Aug 3, 2018",69,2004,414,Medium,Medium,67,62,77,80,64,64,101.0,65.0,65.0,65.0,74.0,72.0,72.0,72.0,74.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,72.0,72.0,72.0,72.0,72.0,69.0,64.0,64.0,64.0,69.0,18.0,76,7.0,4.623249290397901,8.296665190261532
7228,S. Abe,22,Japan,FC Tokyo,CDM,CM CDM,148.0,Right,"Feb 1, 2020",59,1669,356,Medium,High,61,55,58,61,57,64,3.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,59.0,59.0,61.0,61.0,61.0,59.0,58.0,58.0,58.0,58.0,58.0,14.0,60,5.477121254719663,3.3010299956639813,5.638489256954637
7230,J. McArthur,32,Scotland,Crystal Palace,CDM,CM,146.0,Right,"Sep 1, 2014",75,1999,417,High,High,58,66,72,73,74,74,15.0,70.0,70.0,70.0,71.0,72.0,72.0,72.0,71.0,73.0,73.0,73.0,72.0,75.0,75.0,75.0,72.0,73.0,76.0,76.0,76.0,73.0,73.0,74.0,74.0,74.0,73.0,17.0,75,6.698970004336019,4.662757831681574,7.977723605288848
7231,K. Laifis,27,Cyprus,Standard de Liège,CB,CB LB,181.0,Left,"May 8, 2018",75,1973,416,Medium,High,66,61,71,69,75,74,30.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,71.0,71.0,71.0,69.0,73.0,74.0,74.0,74.0,73.0,73.0,74.0,74.0,74.0,73.0,19.0,74,6.778151250383644,4.146128035678238,7.977723605288848
7232,N. Jørgensen,29,Denmark,Feyenoord,ST,ST,183.0,Right,"Jul 1, 2016",39,1857,395,Medium,Medium,67,75,70,71,38,74,26.0,74.0,74.0,74.0,72.0,74.0,74.0,74.0,72.0,73.0,73.0,73.0,72.0,69.0,69.0,69.0,72.0,56.0,57.0,57.0,57.0,56.0,53.0,52.0,52.0,52.0,53.0,15.0,74,7.740362689494244,4.176091259055681,7.886490725172482
7233,D. Zuma,25,South Africa,Kaizer Chiefs,CAM,RM LM CAM,159.0,Right,"Jul 27, 2017",55,1636,357,Medium,Medium,76,56,65,72,41,47,5.0,61.0,61.0,61.0,68.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,68.0,63.0,63.0,63.0,68.0,57.0,53.0,53.0,53.0,57.0,53.0,45.0,45.0,45.0,53.0,14.0,69,7.113943352306837,2.6989700043360187,6.477121254719663
7234,D. Zappacosta B,28,Italy,Genoa,RB,RB RWB,154.0,Right,"Aug 31, 2017",74,2040,434,High,High,75,66,72,74,76,71,41.0,70.0,70.0,70.0,72.0,71.0,71.0,71.0,72.0,71.0,71.0,71.0,73.0,72.0,72.0,72.0,73.0,77.0,74.0,74.0,74.0,77.0,76.0,74.0,74.0,74.0,76.0,16.0,78,6.954242509439325,4.278753600952829,0.0
7236,J. Wright,19,England,Millwall,GK,GK,181.0,Right,"Jul 1, 2019",8,830,266,Medium,Medium,53,54,47,48,18,46,3.0,18.0,18.0,18.0,16.0,17.0,17.0,17.0,16.0,18.0,18.0,18.0,18.0,20.0,20.0,20.0,18.0,17.0,20.0,20.0,20.0,17.0,17.0,20.0,20.0,20.0,17.0,49.0,50,4.698970004336019,2.8129133566428557,5.1003705451175625
7237,Chema Rodríguez,28,Spain,Getafe CF,CB,CB LB,176.0,Left,"Jan 30, 2020",70,1785,381,Medium,High,62,59,57,60,72,71,15.0,61.0,61.0,61.0,57.0,58.0,58.0,58.0,57.0,59.0,59.0,59.0,58.0,62.0,62.0,62.0,58.0,66.0,69.0,69.0,69.0,66.0,67.0,72.0,72.0,72.0,67.0,19.0,72,7.491361693834273,4.2552725051033065,7.826074802700826
7238,R. Klavan,34,Estonia,Cagliari,CB,CB,172.0,Left,"Aug 17, 2018",75,1689,348,Medium,Medium,38,48,63,60,76,63,26.0,56.0,56.0,56.0,54.0,56.0,56.0,56.0,54.0,59.0,59.0,59.0,55.0,64.0,64.0,64.0,55.0,63.0,71.0,71.0,71.0,63.0,65.0,74.0,74.0,74.0,65.0,18.0,74,7.3222192947339195,4.3979400086720375,7.556302500767287
7239,P. Gunnarsson,19,Iceland,Brentford,GK,GK,154.0,Right,"Jun 8, 2018",8,1017,328,Medium,Medium,60,57,62,65,23,61,7.0,22.0,22.0,22.0,23.0,24.0,24.0,24.0,23.0,29.0,29.0,29.0,25.0,31.0,31.0,31.0,25.0,21.0,27.0,27.0,27.0,21.0,20.0,23.0,23.0,23.0,20.0,58.0,59,5.439332693830263,3.3010299956639813,5.841359470454855
7240,H. Carter,20,England,Blackburn Rovers,CB,CB,148.0,Right,"Feb 16, 2018",55,1266,282,Medium,Medium,63,24,34,38,55,68,6.0,38.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,40.0,40.0,40.0,39.0,49.0,49.0,49.0,49.0,49.0,51.0,56.0,56.0,56.0,51.0,14.0,56,5.278753600952829,3.6020599913279625,5.681241237375588
7241,K. Parks,22,United States,New York City FC,CM,CM,179.0,Right,"Jan 8, 2020",58,1735,369,Medium,High,41,62,65,68,64,69,28.0,65.0,65.0,65.0,64.0,66.0,66.0,66.0,64.0,66.0,66.0,66.0,64.0,68.0,68.0,68.0,64.0,63.0,67.0,67.0,67.0,63.0,62.0,65.0,65.0,65.0,62.0,15.0,68,7.079181246047625,3.4771212547196626,6.301029995663981
7242,S. Olberkis,23,Lithuania,Sligo Rovers,CB,CB,194.0,Right,"Aug 6, 2020",52,1229,269,Medium,Medium,55,27,32,33,51,71,3.0,38.0,38.0,38.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0,36.0,37.0,37.0,37.0,36.0,46.0,47.0,47.0,47.0,46.0,48.0,54.0,54.0,54.0,48.0,14.0,54,4.954242509439325,2.6989700043360187,5.198657086954422
7243,R. Rosales,31,Venezuela,CD Leganés,RWB,RWB RB,161.0,Right,"Jul 24, 2019",77,1995,420,High,Medium,69,64,70,74,76,67,17.0,68.0,68.0,68.0,71.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,75.0,74.0,74.0,74.0,75.0,75.0,74.0,74.0,74.0,75.0,19.0,77,7.812913356642856,4.146128035678238,8.01703333929878
7244,L. Camp,34,Northern Ireland,Birmingham City,GK,GK,163.0,Right,"Aug 8, 2018",10,1183,371,Medium,Medium,65,65,71,67,38,65,4.0,29.0,29.0,29.0,26.0,27.0,27.0,27.0,26.0,28.0,28.0,28.0,27.0,28.0,28.0,28.0,27.0,25.0,28.0,28.0,28.0,25.0,25.0,26.0,26.0,26.0,25.0,66.0,67,5.511883360978874,3.6020599913279625,5.790988475088816
7245,N. Smerdon,19,England,Exeter City,LB,LB,154.0,Left,"Jul 9, 2019",45,1402,300,High,Medium,68,31,47,53,50,51,6.0,44.0,44.0,44.0,49.0,46.0,46.0,46.0,49.0,47.0,47.0,47.0,50.0,46.0,46.0,46.0,50.0,54.0,50.0,50.0,50.0,54.0,54.0,51.0,51.0,51.0,54.0,15.0,56,5.2552725051033065,3.0,5.631443769013172
7246,Arturo Inálcio,20,Brazil,Brazil,CM,CM CAM,132.0,Right,"Jan 1, 2019",24,1914,409,Medium,Medium,83,72,75,79,52,48,42.0,71.0,71.0,71.0,77.0,76.0,76.0,76.0,77.0,78.0,78.0,78.0,77.0,78.0,78.0,78.0,77.0,69.0,67.0,67.0,67.0,69.0,67.0,56.0,56.0,56.0,67.0,17.0,78,8.060697840353612,4.477121254719663,8.315970345456918
7247,M. Ozdoev,27,Russia,Russia,CDM,CDM CM,172.0,Right,"Feb 15, 2018",73,2043,443,Medium,High,75,70,72,77,73,76,21.0,71.0,71.0,71.0,73.0,74.0,74.0,74.0,73.0,75.0,75.0,75.0,74.0,75.0,75.0,75.0,74.0,74.0,76.0,76.0,76.0,74.0,73.0,73.0,73.0,73.0,73.0,19.0,77,0.0,0.0,0.0
7248,João Aurélio,31,Portugal,Moreirense FC,RB,RB,163.0,Right,"Jul 1, 2018",74,1996,419,High,Medium,63,61,72,73,74,76,4.0,68.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,73.0,73.0,73.0,71.0,74.0,75.0,75.0,75.0,74.0,74.0,73.0,73.0,73.0,74.0,19.0,76,7.740362689494244,4.113943352306837,8.064457989226918
7249,C. Espinosa,36,Chile,Curicó Unido,CAM,CAM CM,154.0,Left,"Feb 20, 2018",21,1540,306,Medium,Low,41,58,68,66,32,41,4.0,54.0,54.0,54.0,60.0,61.0,61.0,61.0,60.0,65.0,65.0,65.0,59.0,63.0,63.0,63.0,59.0,46.0,51.0,51.0,51.0,46.0,43.0,40.0,40.0,40.0,43.0,15.0,66,5.342422680822207,3.0,5.472756449317212
7250,D. Widgren,26,Sweden,Hammarby IF,LB,LB,165.0,Left,"Jan 12, 2019",65,1741,371,Medium,Medium,68,45,67,63,63,65,5.0,56.0,56.0,56.0,60.0,59.0,59.0,59.0,60.0,61.0,61.0,61.0,63.0,64.0,64.0,64.0,63.0,66.0,65.0,65.0,65.0,66.0,66.0,63.0,63.0,63.0,66.0,13.0,68,5.977723605288848,3.4771212547196626,7.113943352306837
7251,B. Armoa,20,Paraguay,FC Juárez,RW,RW ST,159.0,Right,"Jul 1, 2020",18,1497,329,High,Medium,72,60,60,62,23,52,12.0,60.0,60.0,60.0,65.0,63.0,63.0,63.0,65.0,63.0,63.0,63.0,63.0,57.0,57.0,57.0,63.0,48.0,44.0,44.0,44.0,48.0,45.0,36.0,36.0,36.0,45.0,17.0,65,5.9661417327390325,3.4771212547196626,7.2552725051033065
7252,N. Murru,25,Italy,Torino,LB,LB,163.0,Left,"Jul 1, 2017",71,1746,379,Medium,Medium,71,40,61,69,71,67,17.0,56.0,56.0,56.0,61.0,59.0,59.0,59.0,61.0,60.0,60.0,60.0,64.0,62.0,62.0,62.0,64.0,71.0,68.0,68.0,68.0,71.0,71.0,70.0,70.0,70.0,71.0,12.0,73,7.672097857935717,4.447158031342219,0.0
7253,S. Gamarra,23,Bolivia,Oriente Petrolero,CM,CM CDM,159.0,Right,"Aug 1, 2019",58,1781,373,Medium,Medium,69,53,62,65,62,62,3.0,60.0,60.0,60.0,61.0,62.0,62.0,62.0,61.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,63.0,63.0,63.0,15.0,63,5.720159303405957,2.6989700043360187,7.079181246047625
7254,M. Russ,33,Germany,Eintracht Frankfurt,CB,CB,194.0,Right,"Jul 1, 2013",71,1487,311,Medium,Medium,32,47,52,41,72,67,6.0,51.0,51.0,51.0,43.0,47.0,47.0,47.0,43.0,48.0,48.0,48.0,44.0,54.0,54.0,54.0,44.0,54.0,65.0,65.0,65.0,54.0,57.0,71.0,71.0,71.0,57.0,16.0,72,7.176091259055681,4.3222192947339195,7.414973347970818
7255,Wang Shenchao B,31,China PR,Shanghai SIPG FC,RB,RB RWB CB,159.0,Right,"Jan 1, 2005",66,1644,356,High,High,71,32,55,63,66,69,4.0,53.0,53.0,53.0,58.0,56.0,56.0,56.0,58.0,57.0,57.0,57.0,61.0,60.0,60.0,60.0,61.0,67.0,65.0,65.0,65.0,67.0,68.0,66.0,66.0,66.0,68.0,17.0,70,7.113943352306837,3.845098040014257,7.3222192947339195
